id,Umidade,Fluxo,Temperatura,Infravermelho,Estado
2685,-2,1,-30.4289,0,Disfuncional
2686,1,0,117.92,0,Problema encontrado
2687,30,0,20.0094,1,Problema encontrado
2688,0,1,-31.9743,0,Funcional
2689,-2,0,58.2853,0,Disfuncional
2690,1,0,-45.2654,0,Problema encontrado
2691,20,1,132.1676,0,Problema encontrado
2692,30,1,54.2232,1,Funcional
2693,30,0,-97.4921,1,Problema encontrado
2694,30,0,-60.7806,1,Problema encontrado
2695,0,0,68.9296,0,Funcional
2696,0,1,34.61,1,Funcional
2697,-2,0,-22.0811,1,Disfuncional
2698,20,1,121.0186,1,Problema encontrado
2699,1,0,-28.3,1,Problema encontrado
2700,-2,1,-123.6127,1,Disfuncional
2701,20,1,-76.5755,0,Funcional
2702,-2,0,-113.4799,1,Disfuncional
2703,20,1,78.2972,1,Funcional
2704,30,0,-102.8772,1,Problema encontrado
2705,20,0,25.2047,0,Problema encontrado
2706,0,1,7.0485,0,Funcional
2707,-2,0,-66.6519,1,Disfuncional
2708,20,1,50.0941,1,Funcional
2709,20,0,-90.278,1,Problema encontrado
2710,0,1,-56.1262,1,Funcional
2711,20,1,119.1203,1,Problema encontrado
2712,-2,0,97.3846,1,Disfuncional
2713,-2,0,147.4319,1,Disfuncional
2714,1,0,-52.237,0,Problema encontrado
2715,-2,3,42.0346,1,Disfuncional
2716,20,0,55.717,0,Problema encontrado
2717,20,0,138.8448,1,Problema encontrado
2718,20,0,-10.3741,0,Problema encontrado
2719,-2,3,23.502,1,Disfuncional
2720,-2,1,88.5623,0,Disfuncional
2721,30,0,-87.7579,1,Problema encontrado
2722,20,3,29.0842,1,Funcional
2723,30,0,42.5587,0,Problema encontrado
2724,1,1,-23.269,1,Funcional
2725,20,1,-107.0498,1,Funcional
2726,30,0,23.9609,0,Problema encontrado
2727,20,0,91.5601,1,Problema encontrado
2728,-2,0,35.2099,1,Disfuncional
2729,20,1,-77.3598,1,Funcional
2730,0,1,-54.4414,0,Funcional
2731,20,1,30.4147,1,Funcional
2732,30,1,53.779,0,Funcional
2733,20,1,-42.8547,1,Funcional
2734,-2,0,36.5307,1,Disfuncional
2735,0,1,-32.4667,1,Funcional
2736,1,1,136.1576,1,Problema encontrado
2737,20,0,-112.3078,0,Problema encontrado
2738,-2,0,-23.3939,1,Disfuncional
2739,-2,0,36.213,1,Disfuncional
2740,0,0,-58.4042,0,Funcional
2741,1,1,-44.5135,1,Funcional
2742,30,1,-82.7651,1,Funcional
2743,1,1,118.1752,1,Problema encontrado
2744,20,0,35.7343,1,Problema encontrado
2745,1,1,0.1057,1,Funcional
2746,0,1,6.9336,1,Funcional
2747,1,1,0.8897,1,Funcional
2748,20,0,77.0895,1,Problema encontrado
2749,1,1,-48.6102,1,Funcional
2750,30,0,40.6315,1,Problema encontrado
2751,30,0,-63.509,0,Problema encontrado
2752,20,1,96.8426,0,Problema encontrado
2753,1,1,5.8711,1,Funcional
2754,0,0,2.1349,0,Funcional
2755,1,0,124.1621,0,Problema encontrado
2756,20,0,-55.2943,1,Problema encontrado
2757,1,0,-81.8475,1,Problema encontrado
2758,0,0,48.5601,1,Funcional
2759,0,0,1.9477,1,Funcional
2760,0,1,63.9126,1,Funcional
2761,1,0,23.1077,1,Problema encontrado
2762,-2,1,66.8452,1,Disfuncional
2763,1,0,-121.34,0,Problema encontrado
2764,-2,1,-28.4676,0,Disfuncional
2765,1,1,-1.5826,1,Funcional
2766,0,0,-65.5216,1,Funcional
2767,-2,1,-109.3221,0,Disfuncional
2768,30,1,14.4828,0,Funcional
2769,30,0,107.4668,0,Problema encontrado
2770,1,0,-28.2086,0,Problema encontrado
2771,30,1,-67.8055,0,Funcional
2772,20,0,131.4877,1,Problema encontrado
2773,20,0,40.6299,1,Problema encontrado
2774,0,0,42.847,1,Funcional
2775,20,1,129.9481,1,Problema encontrado
2776,30,1,71.7609,0,Funcional
2777,0,1,135.1838,0,Problema encontrado
2778,1,3,48.2215,0,Funcional
2779,-2,0,143.2339,1,Disfuncional
2780,30,3,23.2565,0,Funcional
2781,1,0,94.046,1,Problema encontrado
2782,-2,1,139.0015,0,Disfuncional
2783,1,1,-70.2466,0,Funcional
2784,0,1,30.8588,0,Funcional
2785,-2,0,-22.9538,0,Disfuncional
2786,20,1,101.3743,1,Problema encontrado
2787,1,1,106.6669,1,Problema encontrado
2788,30,1,-59.6872,0,Funcional
2789,30,1,-46.6987,1,Funcional
2790,0,1,53.7296,1,Funcional
2791,1,1,74.1928,1,Funcional
2792,1,1,143.5691,1,Problema encontrado
2793,1,0,56.0512,0,Problema encontrado
2794,30,1,70.8776,1,Funcional
2795,-2,0,113.1506,1,Disfuncional
2796,30,0,114.5534,0,Problema encontrado
2797,20,1,3.4423,0,Funcional
2798,20,0,0.3033,1,Problema encontrado
2799,1,0,142.2221,1,Problema encontrado
2800,0,0,-123.9094,1,Funcional
2801,1,0,59.4057,0,Problema encontrado
2802,30,1,-83.5986,1,Funcional
2803,20,1,-120.696,1,Funcional
2804,0,1,-66.4949,0,Funcional
2805,-2,1,-22.4596,0,Disfuncional
2806,30,0,112.1101,1,Problema encontrado
2807,30,0,52.6351,0,Problema encontrado
2808,30,1,96.3364,0,Problema encontrado
2809,1,0,131.9629,1,Problema encontrado
2810,-2,0,115.9285,1,Disfuncional
2811,0,0,-123.5197,1,Funcional
2812,-2,0,134.9496,1,Disfuncional
2813,-2,0,-68.9256,0,Disfuncional
2814,1,0,-106.6449,0,Problema encontrado
2815,20,0,-3.1007,1,Problema encontrado
2816,20,1,-80.0092,1,Funcional
2817,30,1,85.0705,1,Funcional
2818,20,0,43.8134,1,Problema encontrado
2819,0,0,-54.0548,1,Funcional
2820,0,0,2.6347,0,Funcional
2821,0,0,-46.0688,0,Funcional
2822,20,0,-38.0822,0,Problema encontrado
2823,0,1,123.942,0,Problema encontrado
2824,20,0,90.5999,1,Problema encontrado
2825,20,0,-121.3535,1,Problema encontrado
2826,0,1,-73.5561,1,Funcional
2827,20,3,47.1928,0,Funcional
2828,1,0,-109.8288,0,Problema encontrado
2829,20,0,-119.7808,1,Problema encontrado
2830,-2,1,-66.0373,1,Disfuncional
2831,0,0,-86.5721,1,Funcional
2832,1,1,136.6044,1,Problema encontrado
2833,20,0,118.7944,1,Problema encontrado
2834,0,1,-62.0181,0,Funcional
2835,1,0,-99.8899,0,Problema encontrado
2836,0,1,-96.1291,1,Funcional
2837,30,0,38.8435,0,Problema encontrado
2838,20,0,-68.4971,1,Problema encontrado
2839,1,1,62.7127,0,Funcional
2840,-2,0,54.7942,0,Disfuncional
2841,0,0,52.5106,1,Funcional
2842,-2,1,31.8961,1,Disfuncional
2843,1,3,41.9381,0,Funcional
2844,30,0,-86.0968,0,Problema encontrado
2845,30,0,98.3053,0,Problema encontrado
2846,-2,0,-20.1187,1,Disfuncional
2847,-2,0,130.5246,1,Disfuncional
2848,30,0,48.2818,1,Problema encontrado
2849,30,0,-61.3905,1,Problema encontrado
2850,30,0,-74.2499,1,Problema encontrado
2851,1,1,17.146,1,Funcional
2852,1,1,71.4125,0,Funcional
2853,1,0,-2.5634,1,Problema encontrado
2854,-2,1,-15.721,1,Disfuncional
2855,1,1,-112.2005,1,Funcional
2856,0,0,14.2749,0,Funcional
2857,0,0,-81.2308,1,Funcional
2858,20,0,16.7591,0,Problema encontrado
2859,0,1,-67.0435,1,Funcional
2860,-2,0,-78.3634,1,Disfuncional
2861,20,0,73.5617,0,Problema encontrado
2862,0,0,35.5531,1,Funcional
2863,-2,1,38.4347,0,Disfuncional
2864,30,1,70.6517,0,Funcional
2865,20,1,59.7271,1,Funcional
2866,20,0,142.6471,1,Problema encontrado
2867,20,1,117.6511,1,Problema encontrado
2868,20,0,76.156,1,Problema encontrado
2869,0,0,103.3492,1,Problema encontrado
2870,20,0,-39.1973,1,Problema encontrado
2871,0,1,55.1629,0,Funcional
2872,30,0,-28.0501,0,Problema encontrado
2873,30,0,-108.1788,0,Problema encontrado
2874,0,1,-114.3797,1,Funcional
2875,0,1,60.7596,0,Funcional
2876,30,1,-126.0162,1,Disfuncional
2877,1,1,-68.6288,0,Funcional
2878,0,1,56.226,0,Funcional
2879,-2,0,14.7237,1,Disfuncional
2880,1,3,40.8025,0,Funcional
2881,-2,1,138.5054,0,Disfuncional
2882,0,0,40.7758,0,Funcional
2883,20,0,-25.9344,1,Problema encontrado
2884,-2,0,111.0828,0,Disfuncional
2885,30,0,-87.2945,1,Problema encontrado
2886,0,0,80.967,1,Funcional
2887,-2,1,135.0601,1,Disfuncional
2888,1,1,-99.4833,0,Funcional
2889,-2,0,45.707,0,Disfuncional
2890,1,0,-42.4044,0,Problema encontrado
2891,-2,0,35.2934,1,Disfuncional
2892,-2,0,-43.444,0,Disfuncional
2893,1,0,-61.2077,0,Problema encontrado
2894,1,1,-27.7884,0,Funcional
2895,20,0,129.5463,0,Problema encontrado
2896,30,1,6.8162,0,Funcional
2897,1,3,4.4294,0,Funcional
2898,1,0,135.0639,1,Problema encontrado
2899,-2,1,37.5024,1,Disfuncional
2900,30,1,85.5246,0,Funcional
2901,30,0,-52.6363,1,Problema encontrado
2902,1,0,101.9822,1,Problema encontrado
2903,20,1,32.2076,1,Funcional
2904,30,1,-32.332,0,Funcional
2905,0,0,-23.5917,0,Funcional
2906,-2,1,-3.1098,0,Disfuncional
2907,0,0,-58.7542,0,Funcional
2908,30,1,-74.1807,1,Funcional
2909,30,1,-67.2144,1,Funcional
2910,20,0,98.5285,1,Problema encontrado
2911,-2,1,-58.0959,0,Disfuncional
2912,20,1,129.0159,1,Problema encontrado
2913,0,1,-39.2913,0,Funcional
2914,-2,0,-50.9862,1,Disfuncional
2915,-2,1,-2.5758,0,Disfuncional
2916,0,1,-113.879,1,Funcional
2917,20,1,-42.592,0,Funcional
2918,20,0,123.4938,1,Problema encontrado
2919,-2,0,1.0749,1,Disfuncional
2920,0,0,-89.079,1,Funcional
2921,30,1,129.9269,0,Problema encontrado
2922,0,0,95.1701,1,Problema encontrado
2923,1,1,-62.0952,1,Funcional
2924,1,1,-26.1048,1,Funcional
2925,-2,1,-95.0898,0,Disfuncional
2926,30,1,133.1728,1,Problema encontrado
2927,20,0,107.4082,0,Problema encontrado
2928,1,1,117.3704,0,Problema encontrado
2929,20,1,-35.2268,1,Funcional
2930,1,1,-61.451,1,Funcional
2931,30,1,124.8069,0,Problema encontrado
2932,-2,1,50.6373,0,Disfuncional
2933,30,1,1.247,1,Funcional
2934,1,1,-23.6507,0,Funcional
2935,0,0,-21.6252,0,Funcional
2936,0,0,-45.5148,1,Funcional
2937,20,3,20.5762,0,Funcional
2938,30,0,104.6973,1,Problema encontrado
2939,-2,0,25.3266,0,Disfuncional
2940,1,1,-125.3716,1,Disfuncional
2941,30,0,146.3476,1,Problema encontrado
2942,0,1,-23.6749,1,Funcional
2943,20,0,-23.8154,1,Problema encontrado
2944,-2,0,-101.9098,1,Disfuncional
2945,1,3,47.9043,1,Funcional
2946,-2,0,80.4133,1,Disfuncional
2947,1,0,-89.5873,1,Problema encontrado
2948,30,1,90.3289,0,Problema encontrado
2949,-2,1,70.3073,1,Disfuncional
2950,-2,1,-61.8208,0,Disfuncional
2951,30,0,-55.5042,1,Problema encontrado
2952,20,1,-113.1056,0,Funcional
2953,1,0,-99.7197,0,Problema encontrado
2954,-2,1,56.0716,1,Disfuncional
2955,20,0,52.3281,1,Problema encontrado
2956,0,0,-23.9747,0,Funcional
2957,-2,0,-95.5973,1,Disfuncional
2958,-2,0,53.4728,0,Disfuncional
2959,1,0,-3.6122,0,Problema encontrado
2960,20,0,-104.4806,0,Problema encontrado
2961,30,0,-58.0376,1,Problema encontrado
2962,1,1,34.7572,0,Funcional
2963,-2,0,-117.4119,1,Disfuncional
2964,20,1,-96.4695,1,Funcional
2965,20,0,50.3602,1,Problema encontrado
2966,0,1,-57.6085,0,Funcional
2967,0,0,74.9097,1,Funcional
2968,-2,0,130.0262,1,Disfuncional
2969,30,0,-73.2765,1,Problema encontrado
2970,-2,0,-17.7197,1,Disfuncional
2971,30,1,-119.0091,0,Funcional
2972,-2,1,-106.6749,0,Disfuncional
2973,1,0,-50.1771,1,Problema encontrado
2974,0,0,22.0348,1,Funcional
2975,1,1,-27.7504,0,Funcional
2976,20,0,18.0134,0,Problema encontrado
2977,0,0,-49.1068,0,Funcional
2978,0,1,-59.379,1,Funcional
2979,-2,0,-108.425,0,Disfuncional
2980,30,1,-38.3518,1,Funcional
2981,1,1,-106.756,0,Funcional
2982,1,1,-5.7785,1,Funcional
2983,20,1,-98.4654,1,Funcional
2984,-2,0,79.8646,0,Disfuncional
2985,0,1,118.2465,0,Problema encontrado
2986,20,1,64.6249,1,Funcional
2987,0,1,-122.3662,1,Funcional
2988,0,1,-14.7182,0,Funcional
2989,1,0,-80.9533,1,Problema encontrado
2990,30,1,-92.5552,1,Funcional
2991,-2,1,-2.2014,1,Disfuncional
2992,30,0,59.1377,1,Problema encontrado
2993,20,0,72.6802,0,Problema encontrado
2994,30,0,-102.686,0,Problema encontrado
2995,1,1,-67.7525,1,Funcional
2996,20,1,134.103,0,Problema encontrado
2997,1,1,137.4873,0,Problema encontrado
2998,-2,0,-109.4493,0,Disfuncional
2999,0,0,127.9218,0,Problema encontrado
